business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,registrar,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total,domain_suggestions
Bill Luke Marana Service Center,"6565 Marana Center Blvd, Tucson, AZ 85742, USA",+1 520-614-0829,car_repair,dove-mountain-marana,https://maps.google.com/?q=Bill%20Luke%20Marana%20Service%20Center%206565%20Marana%20Center%20Blvd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.billlukemarana.com/service/?utm_source=google&utm_medium=organic,2,custom/unknown,Squarespace Domains II LLC,0,has website,90,false,ChIJQxHnAwTh1YYRJQ7TWQ62Dpk,4.9,77,
DECO Windshield Repair,"6401 Marana Center Blvd, Tucson, AZ 85742, USA",+1 866-461-3326,car_repair,dove-mountain-marana,https://maps.google.com/?q=DECO%20Windshield%20Repair%206401%20Marana%20Center%20Blvd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://decorepair.com/locations/tuscon-premium-outlets,2,custom/unknown,DreamHost,0,has website,91,false,ChIJGxULBjPh1YYRJCkrHR7D1R0,5,2,
ZenithCarDetailAZ,"5444 W Windmill Farm Dr, Tucson, AZ 85742, USA",+1 520-204-8608,car_wash,dove-mountain-marana,https://maps.google.com/?q=ZenithCarDetailAZ%205444%20W%20Windmill%20Farm%20Dr%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,92,false,ChIJNUWHtGUL1oYRdavXzbyQh8A,,,zenithcardetailaz.com; zenithcardetailaztucson.com
Clean Freak Car Wash Marana - Tangerine,"3870 W Tangerine Rd, Marana, AZ 85658, USA",,car_wash,dove-mountain-marana,https://maps.google.com/?q=Clean%20Freak%20Car%20Wash%20Marana%20-%20Tangerine%203870%20W%20Tangerine%20Rd%2C%20Marana%2C%20AZ%2085658%2C%20USA,https://cleanfreakcarwash.com/,2,wordpress,GoDaddy.com,0,has website,93,false,ChIJ_7KXrxgL1oYRApBwX_fooaM,4.2,62,
M & M Fleet Wash,"5167 W Nighthawk Way, Tucson, AZ 85742, USA",+1 520-481-7027,car_wash,dove-mountain-marana,https://maps.google.com/?q=M%20%26%20M%20Fleet%20Wash%205167%20W%20Nighthawk%20Way%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,94,false,ChIJhVKa_lxx1oYRgCstZCDEOcg,,,mmfleetwash.com; mmfleetwashtucson.com
Mister Car Wash,"6520 Marana Center Blvd, Tucson, AZ 85742, USA",+1 520-335-8707,car_wash,dove-mountain-marana,https://maps.google.com/?q=Mister%20Car%20Wash%206520%20Marana%20Center%20Blvd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://mistercarwash.com/store/twin-peaks-1331/?utm_source=google&utm_medium=organic&utm_campaign=gbp,2,wordpress,Network Solutions,0,has website,95,false,ChIJyVgbGLvh1YYRBcLy0sARr78,4.7,15,
Dove Mountain Cleaners,"12080 N Dove Mountain Blvd STE 170, Marana, AZ 85658, USA",+1 520-579-9012,laundry,dove-mountain-marana,https://maps.google.com/?q=Dove%20Mountain%20Cleaners%2012080%20N%20Dove%20Mountain%20Blvd%20STE%20170%2C%20Marana%2C%20AZ%2085658%2C%20USA,http://www.dovemountaincleaners.com/,2,,GoDaddy.com,0,has website,96,false,ChIJpVcnuZMJ1oYR32P-4ucfooY,4.4,17,
Mountain View Cleaners,"12060 N Thornydale Rd # 104, Marana, AZ 85658, USA",+1 520-744-7170,laundry,dove-mountain-marana,https://maps.google.com/?q=Mountain%20View%20Cleaners%2012060%20N%20Thornydale%20Rd%20%23%20104%2C%20Marana%2C%20AZ%2085658%2C%20USA,,1,,,0,no website,97,false,ChIJoTgksyoK1oYR3xqThuXihFQ,4.6,14,mountainviewcleanerstucson.com; mountainviewcleanersaz.com
Super Cleaners Thornydale Linda Vista & Alterations,"9725 N Thornydale Rd # 125, Tucson, AZ 85742, USA",+1 520-572-3800,laundry,dove-mountain-marana,https://maps.google.com/?q=Super%20Cleaners%20Thornydale%20Linda%20Vista%20%26%20Alterations%209725%20N%20Thornydale%20Rd%20%23%20125%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,98,false,ChIJ_U_8RisK1oYRTvtpq7CKYSM,4.4,31,supercleanersthornydalelindavistaalterations.com; supercleanersthornydalelindavistaalterationstucson.com
DIY Pet Wash Tucson,"9725 N Thornydale Rd STE #139, Tucson, AZ 85742, USA",+1 520-572-8855,pet_store,dove-mountain-marana,https://maps.google.com/?q=DIY%20Pet%20Wash%20Tucson%209725%20N%20Thornydale%20Rd%20STE%20%23139%2C%20Tucson%2C%20AZ%2085742%2C%20USA,http://diypetwashtucson.com/,2,custom/unknown,GoDaddy.com,0,has website,99,false,ChIJm-5veNV01oYRV2gHhJWbLBE,4.7,216,
"Rescue Me Tucson, Rescue Me Marana Pet Adoption Center","6401 Marana Center Blvd Suite 902, Tucson, AZ 85742, USA",+1 520-261-1616,pet_store,dove-mountain-marana,https://maps.google.com/?q=Rescue%20Me%20Tucson%2C%20Rescue%20Me%20Marana%20Pet%20Adoption%20Center%206401%20Marana%20Center%20Blvd%20Suite%20902%2C%20Tucson%2C%20AZ%2085742%2C%20USA,http://www.rescuemetucson.org/,2,wordpress,Tucows Domains Inc.,0,has website,100,false,ChIJJ71CVOvh1YYRlmuDz6DvdWk,4.4,49,
