business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,registrar,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total,domain_suggestions
Jaime's Pizza Kitchen,"312 E Congress St, Tucson, AZ 85701, USA",+1 520-849-5908,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=Jaime%27s%20Pizza%20Kitchen%20312%20E%20Congress%20St%2C%20Tucson%2C%20AZ%2085701%2C%20USA,http://www.tucsonjaimes.com/,2,custom/unknown,GoDaddy.com,0,has website,68,false,ChIJ1fPqkg5x1oYRJX6Yo3ghVdw,4.7,346,
Illegal Pete's - Tucson,"876 E University Blvd, Tucson, AZ 85719, USA",+1 520-253-4411,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=Illegal%20Pete%27s%20-%20Tucson%20876%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.illegalpetes.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,2,,Network Solutions,0,has website,69,false,ChIJ5Q6ucgRx1oYRa6A2o4yNE_E,4.2,845,
Anita Street Market,"849 N Anita Ave, Tucson, AZ 85705, USA",+1 520-335-3731,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=Anita%20Street%20Market%20849%20N%20Anita%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://anitastmarket.com/,2,custom/unknown,GoDaddy.com,0,has website,70,false,ChIJ69XpWjtx1oYRvBIlCGaNFqY,4.3,956,
The Burger Den,"555 N Freeway, Tucson, AZ 85745, USA",+1 520-623-8249,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=The%20Burger%20Den%20555%20N%20Freeway%2C%20Tucson%2C%20AZ%2085745%2C%20USA,https://www.theburgerden.com/?utm_source=G&utm_medium=organic&utm_campaign=DAC,2,,Network Solutions,0,has website,71,false,ChIJ44HnAbhx1oYRvFIM0JPJlRI,3,2,
Jack in the Box,"1055 N Park Ave, Tucson, AZ 85719, USA",+1 520-771-8864,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=Jack%20in%20the%20Box%201055%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://locations.jackinthebox.com/us/az/tucson/1055-n-park-ave?utm_source=google&utm_medium=local&utm_campaign=google-local,2,custom/unknown,unregistered,0,has website,73,false,ChIJ4dBO1P5x1oYRv4gSbhDk6Ug,3.8,697,
Wok Fire & Grill,"1135 N Park Ave, Tucson, AZ 85719, USA",+1 520-889-2388,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=Wok%20Fire%20%26%20Grill%201135%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://wokfire.com/,2,,GoDaddy.com,0,has website,74,false,ChIJWRU8f6Bx1oYRgeN5rlxISXk,4.3,305,
Jack in the Box,"1202 W St Marys Rd, Tucson, AZ 85745, USA",+1 520-623-4957,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=Jack%20in%20the%20Box%201202%20W%20St%20Marys%20Rd%2C%20Tucson%2C%20AZ%2085745%2C%20USA,https://locations.jackinthebox.com/us/az/tucson/1202-w-st-marys-rd?utm_source=google&utm_medium=local&utm_campaign=google-local,2,custom/unknown,unregistered,0,has website,76,false,ChIJd8c3Mi5x1oYR2soKqJ9IJQc,3.7,1027,
TACOS Y HOT DOGS EL GIRO,"420 W 22nd St, Tucson, AZ 85713, USA",+1 520-409-2284,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=TACOS%20Y%20HOT%20DOGS%20EL%20GIRO%20420%20W%2022nd%20St%2C%20Tucson%2C%20AZ%2085713%2C%20USA,,1,,,0,no website,77,false,ChIJPcLNOgBx1oYRdzhTCHcRdIE,5,1,tacosyhotdogselgiro.com; tacosyhotdogselgirotucson.com
"Cheba Hut ""Toasted"" Subs","446 N Campbell Ave STE 2, Tucson, AZ 85719, USA",+1 520-495-4719,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=Cheba%20Hut%20%22Toasted%22%20Subs%20446%20N%20Campbell%20Ave%20STE%202%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://chebahut.com/locations/tusconaz/?utm_source=google&utm_medium=GBP&utm_campaign=Tucson+-+Campbell,2,custom/unknown,Network Solutions,0,has website,79,false,ChIJ62ZLVVNw1oYRZM-NzDDnWUs,4.6,1679,
Capriotti's Sandwich Shop,"1830 E Broadway Blvd, Tucson, AZ 85719, USA",+1 520-771-8878,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=Capriotti%27s%20Sandwich%20Shop%201830%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://capriottis.com/location/27829895,2,custom/unknown,Amazon Registrar,0,has website,80,false,ChIJYaxhJ29x1oYRHjQKfs5f7K8,4,235,
​Rock Bottom Eatery,"301 W Alturas St, Tucson, AZ 85705, USA",+1 520-792-4100,meal_delivery,fourth-ave-downtown,https://maps.google.com/?q=%E2%80%8BRock%20Bottom%20Eatery%20301%20W%20Alturas%20St%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,83,false,ChIJ79MJoNlx1oYRuUKf_fZzpGw,3.5,2,rockbottomeatery.com; rockbottomeaterytucson.com
Raspados El Sahuaro Snack Bar,"245 E Congress St suit 171, Tucson, AZ 85701, USA",+1 520-771-6612,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=Raspados%20El%20Sahuaro%20Snack%20Bar%20245%20E%20Congress%20St%20suit%20171%2C%20Tucson%2C%20AZ%2085701%2C%20USA,,1,,,0,no website,84,false,ChIJ3RpqZd1x1oYReIS6wvtCmqA,4.8,25,raspadoselsahuarosnackbar.com; raspadoselsahuarosnackbartucson.com
Bonchon Tucson - North 4th Avenue,"802 N 4th Ave, Tucson, AZ 85705, USA",+1 520-204-1000,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=Bonchon%20Tucson%20-%20North%204th%20Avenue%20802%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://restaurants.bonchon.com/locations/az/tucson/802-north-4th-ave,2,custom/unknown,unregistered,0,has website,85,false,ChIJmw8bJABx1oYRMw0QaccEFhg,4.3,88,
Bodega Solai on 4th,"127 S 4th Ave, Tucson, AZ 85701, USA",+1 520-373-4529,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=Bodega%20Solai%20on%204th%20127%20S%204th%20Ave%2C%20Tucson%2C%20AZ%2085701%2C%20USA,,1,,,0,no website,86,false,ChIJBSE2Eo1x1oYRV_Whg5wGWjE,5,4,bodegasolaion4th.com; bodegasolaion4thtucson.com
eHotPot,"243 E Speedway Blvd Suite 141, Tucson, AZ 85705, USA",+1 520-999-8839,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=eHotPot%20243%20E%20Speedway%20Blvd%20Suite%20141%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://ehotpot.com/,2,custom/unknown,GoDaddy.com,0,has website,88,false,ChIJw4PRyJxx1oYR6-lI1MuCHqQ,4.4,344,
Turkish Kebab House,"810 E University Blvd, Tucson, AZ 85719, USA",+1 520-623-4010,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=Turkish%20Kebab%20House%20810%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.turkishkebabhouse.us/,2,custom/unknown,Hosting Concepts B.V. d/b/a Registrar.eu,0,has website,89,false,ChIJNwJmhoBz1oYRvY3veXzA6DU,4.6,390,
Kababeque Indian Grill,"845 E University Blvd #185, Tucson, AZ 85719, USA",+1 520-388-4500,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=Kababeque%20Indian%20Grill%20845%20E%20University%20Blvd%20%23185%2C%20Tucson%2C%20AZ%2085719%2C%20USA,,1,,,0,no website,90,false,ChIJ3z7uaQRx1oYRloZSA-Ul5n0,4.2,490,kababequeindiangrillarizona.com
Fuku Sushi,"940 E University Blvd, Tucson, AZ 85719, USA",+1 520-798-3858,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=Fuku%20Sushi%20940%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.fukuaz.com/,2,,GoDaddy.com,0,has website,91,false,ChIJl7pWBQRx1oYRBKDRC-iVz7A,3.2,855,
Del Taco,"840 E Broadway Blvd, Tucson, AZ 85719, USA",+1 520-628-7258,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=Del%20Taco%20840%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://locations.deltaco.com/us/az/tucson/840-e-broadway-blvd?utm_source=G&utm_medium=local&utm_campaign=google-local,2,custom/unknown,unregistered,0,has website,92,false,ChIJTc_HZ_xw1oYRJ9ktwlgKGzs,3.9,2436,
Flakes,"1031 N Park Ave, Tucson, AZ 85719, USA",+1 520-344-4611,meal_takeaway,fourth-ave-downtown,https://maps.google.com/?q=Flakes%201031%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://flakesexpress.com/,2,,GoDaddy.com,0,has website,93,false,ChIJVXh_86tx1oYRnF5dJ_tLUZA,4.8,98,
Spa & Co. Salon Boutique,"439 N 6th Ave Suite 127, Tucson, AZ 85705, USA",+1 520-808-5856,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Spa%20%26%20Co.%20Salon%20Boutique%20439%20N%206th%20Ave%20Suite%20127%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,95,false,ChIJ7ZoFQP1x1oYRZJ9v0_lOzvI,5,1,spasalonboutique.com; spasalonboutiquetucson.com
Hair by O'Neal,"439 N 6th Ave, Tucson, AZ 85705, USA",,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Hair%20by%20O%27Neal%20439%20N%206th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://hair-by-oneal.square.site/,2,weebly,MarkMonitor Inc.,0,has website,96,false,ChIJnUH3fLVx1oYR4Wd2hDyjle0,,,
Trim Salon,"439 N 6th Ave, Tucson, AZ 85705, USA",,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Trim%20Salon%20439%20N%206th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://trimsalontucson.com/,2,custom/unknown,GoDaddy.com,0,has website,97,false,ChIJid-UMkdx1oYRCgi3KHmPIxE,5,26,
Kim Gregson Hair,"549 N 6th Ave #1/2, Tucson, AZ 85705, USA",+1 602-796-0780,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Kim%20Gregson%20Hair%20549%20N%206th%20Ave%20%231/2%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://kimgregsonhair.square.site/,2,weebly,MarkMonitor Inc.,0,has website,98,false,ChIJ8RlGihpx1oYRUSmDxCG_-5M,,,
Trims by Trin,"549 N 6th Ave, Tucson, AZ 85705, USA",,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Trims%20by%20Trin%20549%20N%206th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,99,false,ChIJbwFYEMZx1oYRIVyd-SSwIyI,,,trimsbytrin.com; trimsbytrintucson.com
Hot Dish Hair Club by McKenna,"549 N 6th Ave, Tucson, AZ 85705, USA",,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Hot%20Dish%20Hair%20Club%20by%20McKenna%20549%20N%206th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://www.1800-hot-dish.com/,2,weebly,Register.com - Network Solutions,0,has website,100,false,ChIJTX43g1Nx1oYRZj0aXOf4lzs,,,
Once Wild Salon Craft Stylists & Curated Goods,"549 N 6th Ave, Tucson, AZ 85705, USA",+1 520-372-8338,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Once%20Wild%20Salon%20Craft%20Stylists%20%26%20Curated%20Goods%20549%20N%206th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://www.oncewildsalon.com/,2,squarespace,Squarespace Domains LLC,0,has website,101,false,ChIJEeply-hw1oYRev1ldb4n3H4,4.9,118,
The Beverly Hair Salon,"408 E 7th St, Tucson, AZ 85705, USA",+1 520-358-0495,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=The%20Beverly%20Hair%20Salon%20408%20E%207th%20St%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,102,false,ChIJp8u6Bh1x1oYR43VnXPnj1bc,5,5,beverlyhairsalon.com; beverlyhairsalontucson.com
Salon Salon,"410 E Toole Ave, Tucson, AZ 85705, USA",+1 520-777-3224,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Salon%20Salon%20410%20E%20Toole%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://salonsalonaz.com/,2,wordpress,GoDaddy.com,0,has website,103,false,ChIJqzTzCuJw1oYRQ6lEaAYCP3U,4.8,102,
Boss Shears Salon,"426 E 7th St, Tucson, AZ 85705, USA",+1 520-623-2235,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Boss%20Shears%20Salon%20426%20E%207th%20St%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,104,false,ChIJRzDoGh1x1oYRvr8Q7dyOsxY,4.8,77,bossshearssalon.com; bossshearssalontucson.com
Belle Starr Salon,"431 E 7th St, Tucson, AZ 85705, USA",+1 520-409-4866,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Belle%20Starr%20Salon%20431%20E%207th%20St%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://online.rosysalonsoftware.com/about/43331,2,custom/unknown,unregistered,0,has website,105,false,ChIJM9wwd-xw1oYREVH8prWsL9Y,4.8,59,
The Neon Door,"224 N 4th Ave, Tucson, AZ 85705, USA",+1 520-849-5844,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=The%20Neon%20Door%20224%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://theneondooraz.com/,2,custom/unknown,GoDaddy.com,0,has website,106,false,ChIJMztew8dx1oYRA6CG4arA-co,4.9,113,
Willow Salon,"219 N 3rd Ave Suite 141, Tucson, AZ 85705, USA",+1 520-822-6029,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Willow%20Salon%20219%20N%203rd%20Ave%20Suite%20141%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://www.willowsalonaz.com/,2,wordpress,GoDaddy.com,0,has website,107,false,ChIJPdqKKclz1oYRLcMbLKhnebU,4.8,304,
About me hair studio,"1 E Broadway Blvd #115, Tucson, AZ 85701, USA",+1 520-622-2110,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=About%20me%20hair%20studio%201%20E%20Broadway%20Blvd%20%23115%2C%20Tucson%2C%20AZ%2085701%2C%20USA,https://aboutmehairstudio.com/,2,wordpress,GoDaddy.com,0,has website,108,false,ChIJI_ffLuJw1oYRs8u-wEtAyaw,4.7,153,
Aveda Institute Tucson,"145 S 6th Ave, Tucson, AZ 85701, USA",+1 520-207-2660,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Aveda%20Institute%20Tucson%20145%20S%206th%20Ave%2C%20Tucson%2C%20AZ%2085701%2C%20USA,https://avedainspiregreatness.com/tucson-campus/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,2,wordpress,GoDaddy.com,0,has website,109,false,ChIJj-kBIQRx1oYRoz9lVgjpmn4,4.9,1657,
Hair by David & Co,"135 S 5th Ave, Tucson, AZ 85701, USA",+1 520-668-3759,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Hair%20by%20David%20%26%20Co%20135%20S%205th%20Ave%2C%20Tucson%2C%20AZ%2085701%2C%20USA,,1,,,0,no website,110,false,ChIJbfFObBRx1oYRI8VsbSALv5Q,4.9,14,hairbydavidtucson.com; hairbydavidaz.com
Maru's Hair and Beauty,"37 E Speedway Blvd, Tucson, AZ 85705, USA",+1 520-622-4575,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Maru%27s%20Hair%20and%20Beauty%2037%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://barberboard.az.gov/lau-dels-barber-beauty-shop,2,custom/unknown,unregistered,0,has website,111,false,ChIJJX4NVC1x1oYRv2ks6MFxRn8,4.8,71,
Annette Andree Hair Studio LLC,"236 S Scott Ave Suite 302, Tucson, AZ 85701, USA",+1 520-474-5126,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Annette%20Andree%20Hair%20Studio%20LLC%20236%20S%20Scott%20Ave%20Suite%20302%2C%20Tucson%2C%20AZ%2085701%2C%20USA,http://annetteandreehairstudio.com/,2,,GoDaddy.com,0,has website,112,false,ChIJFaVaAR1x1oYRKIlWah5zUS8,5,4,
The Natural Sanctuary Salon,"388 S Stone Ave, Tucson, AZ 85701, USA",+1 520-882-6280,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=The%20Natural%20Sanctuary%20Salon%20388%20S%20Stone%20Ave%2C%20Tucson%2C%20AZ%2085701%2C%20USA,,1,,,0,no website,113,false,ChIJVeaDxOZw1oYR2lqQlrYHBK8,5,5,naturalsanctuarysalon.com; naturalsanctuarysalontucson.com
Pure-Mettle,"103 N Park Ave UNIT 107, Tucson, AZ 85719, USA",+1 520-269-9607,hair_salon,fourth-ave-downtown,https://maps.google.com/?q=Pure-Mettle%20103%20N%20Park%20Ave%20UNIT%20107%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://pure-mettle.com/,2,weebly,Domain.com - Network Solutions,0,has website,114,false,ChIJy1C82blx1oYRPBOpRJGvPcM,4.9,263,
"greentoes Nail Salon, Massage and Day Spa","529 N 6th Ave, Tucson, AZ 85705, USA",+1 520-777-6281,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=greentoes%20Nail%20Salon%2C%20Massage%20and%20Day%20Spa%20529%20N%206th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://www.greentoestucson.com/,2,custom php,Bluehost Inc.,0,has website,115,false,ChIJQ88trB5x1oYRjpGa_tswLuU,4.8,879,
SELAH,"621 N 6th Ave, Tucson, AZ 85705, USA",+1 520-276-5777,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=SELAH%20621%20N%206th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://selahtucson.com/,2,,GoDaddy.com,0,has website,116,false,ChIJo1cXtx5x1oYRdgxaTwIkYXk,5,452,
Metropolis The Salon,"529 N 4th Ave, Tucson, AZ 85705, USA",+1 520-296-7400,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Metropolis%20The%20Salon%20529%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://metropolistucson.com/,2,,"Media Elite Holdings Limited, S.A.",0,has website,117,false,ChIJx0CIathx1oYRllxjdXDQktM,5,9,
Jess Nailsss,"729 N 4th Ave, Tucson, AZ 85705, USA",,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Jess%20Nailsss%20729%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,118,false,ChIJmSRaKXNx1oYRwz7K5Sg93-o,,,jessnailsss.com; jessnailssstucson.com
Nails by Desyanna LLC,"25 E Congress St, Tucson, AZ 85701, USA",+1 520-349-5132,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Nails%20by%20Desyanna%20LLC%2025%20E%20Congress%20St%2C%20Tucson%2C%20AZ%2085701%2C%20USA,https://www.nailsbydesyanna.com/,2,squarespace,Squarespace Domains LLC,0,has website,119,false,ChIJe-GAHAdx1oYRoaj0YRHxmAc,5,11,
Nails By Mar-Mar,"2 E Congress St # 900, Tucson, AZ 85701, USA",,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Nails%20By%20Mar-Mar%202%20E%20Congress%20St%20%23%20900%2C%20Tucson%2C%20AZ%2085701%2C%20USA,,1,,,0,no website,120,false,ChIJnV5yKgxx1oYRm2LRrDshGz4,,,nailsbymarmar.com; nailsbymarmartucson.com
Nail Theory,"845 E University Blvd, Tucson, AZ 85719, USA",+1 520-777-7996,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Nail%20Theory%20845%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://nailtheoryaz.com/,2,custom/unknown,GoDaddy.com,0,has website,121,false,ChIJcbTyk2Nx1oYROifVPOI5DbI,4.6,84,
The Wonderland Salon + Academy,"840 S 6th Ave, Tucson, AZ 85701, USA",+1 520-488-3344,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=The%20Wonderland%20Salon%20%2B%20Academy%20840%20S%206th%20Ave%2C%20Tucson%2C%20AZ%2085701%2C%20USA,https://mysite.vagaro.com/thelashwonderlandaz,2,custom/unknown,unregistered,0,has website,122,false,ChIJx2aQbTpx1oYRJp-341sWBYY,5,173,
Nail Time,"1311 W St Marys Rd, Tucson, AZ 85745, USA",+1 520-624-9242,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Nail%20Time%201311%20W%20St%20Marys%20Rd%2C%20Tucson%2C%20AZ%2085745%2C%20USA,,1,,,0,no website,123,false,ChIJe9hlTj5x1oYRkJQEiRBcRWQ,4.3,115,nailtimetucson.com; nailtimeaz.com
A & K Nails,"1830 E Broadway Blvd #180, Tucson, AZ 85719, USA",+1 520-624-3371,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=A%20%26%20K%20Nails%201830%20E%20Broadway%20Blvd%20%23180%2C%20Tucson%2C%20AZ%2085719%2C%20USA,,1,,,0,no website,124,false,ChIJ21afslZw1oYR1VMxYDkOBSk,2.9,72,aknailstucson.com; aknailsaz.com
Spa Solai - 6th,"446 N Campbell Ave #180, Tucson, AZ 85719, USA",+1 520-447-7727,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Spa%20Solai%20-%206th%20446%20N%20Campbell%20Ave%20%23180%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.spasolai.com/,2,custom php,GoDaddy.com,0,has website,125,false,ChIJs0T7N1Nw1oYRKcYool8tRjA,4.3,122,
Jade Nails,"1519 W St Marys Rd, Tucson, AZ 85745, USA",+1 520-884-7888,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Jade%20Nails%201519%20W%20St%20Marys%20Rd%2C%20Tucson%2C%20AZ%2085745%2C%20USA,,1,,,0,no website,126,false,ChIJN9VUVy1x1oYRyBnr7yhEvWI,4.3,180,jadenailstucson.com; jadenailsaz.com
Nail 2001 by Sam,"515 E Grant Rd #161, Tucson, AZ 85705, USA",+1 520-903-0325,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Nail%202001%20by%20Sam%20515%20E%20Grant%20Rd%20%23161%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,127,false,ChIJu6jQ-21x1oYRiMWHylREoyg,3.9,118,nail2001bysam.com; nail2001bysamtucson.com
Lush Nail Lounge,"1927 E Speedway Blvd Suite 107, Tucson, AZ 85719, USA",+1 520-729-0274,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Lush%20Nail%20Lounge%201927%20E%20Speedway%20Blvd%20Suite%20107%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.instagram.com/lush_nail_lounge_tucson/?hl=en,2,custom/unknown,RegistrarSafe,0,has website,128,false,ChIJ64ALCodx1oYRNfxewWXxRz4,4.3,293,
Retro Nail Bar,"122 S Olsen Ave UNIT 106, Tucson, AZ 85719, USA",+1 520-276-7036,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Retro%20Nail%20Bar%20122%20S%20Olsen%20Ave%20UNIT%20106%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://retronailbar.com/,2,squarespace,Tucows Domains Inc.,0,has website,129,false,ChIJ4x9szApx1oYROAVaBgsZBaY,4.7,42,
Madame of the Nails,"122 S Olsen Ave UNIT 106, Tucson, AZ 85719, USA",+1 520-222-6059,nail_salon,fourth-ave-downtown,https://maps.google.com/?q=Madame%20of%20the%20Nails%20122%20S%20Olsen%20Ave%20UNIT%20106%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://chrisb.glossgenius.com/,2,custom/unknown,unregistered,0,has website,130,false,ChIJ2cFPIRNx1oYRfy_jpfB6fAc,,,
Cindy Barefoot,"439 N 6th Ave, Tucson, AZ 85705, USA",+1 505-920-6858,beauty_salon,fourth-ave-downtown,https://maps.google.com/?q=Cindy%20Barefoot%20439%20N%206th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,131,false,ChIJJ5qFtrxx1oYR1A8RpY2uco8,,,cindybarefoot.com; cindybarefoottucson.com
U. Beauty & Skin,"439 N 6th Ave Suite 187, Tucson, AZ 85705, USA",,beauty_salon,fourth-ave-downtown,https://maps.google.com/?q=U.%20Beauty%20%26%20Skin%20439%20N%206th%20Ave%20Suite%20187%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://ubeautyandskin.com/,2,custom/unknown,GoDaddy.com,0,has website,132,false,ChIJJ9JJ4cxx1oYRCdOvt2YSHf4,5,24,
Bloom Beauty Co.,"403 N 6th Ave Suite 101, Tucson, AZ 85705, USA",+1 520-222-7311,beauty_salon,fourth-ave-downtown,https://maps.google.com/?q=Bloom%20Beauty%20Co.%20403%20N%206th%20Ave%20Suite%20101%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://www.vagaro.com/bloombeautyco3,2,custom/unknown,Register.com - Network Solutions,0,has website,133,false,ChIJqdaW1Llv1oYRWDhtaQtB2c8,5,19,
AC STUDIO,"549 N 4th Ave, Tucson, AZ 85705, USA",+1 520-720-3600,beauty_salon,fourth-ave-downtown,https://maps.google.com/?q=AC%20STUDIO%20549%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://acstudiotucson.com/,2,squarespace,Squarespace Domains LLC,0,has website,134,false,ChIJZ4eEzM1x1oYRnM-fdB78u9o,5,2,
BeautyBarByDanna,"69 E Pennington St, Tucson, AZ 85701, USA",+1 520-704-2615,beauty_salon,fourth-ave-downtown,https://maps.google.com/?q=BeautyBarByDanna%2069%20E%20Pennington%20St%2C%20Tucson%2C%20AZ%2085701%2C%20USA,https://beautybydanna.glossgenius.com/,2,custom/unknown,unregistered,0,has website,135,false,ChIJQ4KyZgBx1oYRR6hEvnnLqqA,,,
Studio 98 Full Service Salon,"59 E Pennington St, Tucson, AZ 85701, USA",+1 520-668-5204,beauty_salon,fourth-ave-downtown,https://maps.google.com/?q=Studio%2098%20Full%20Service%20Salon%2059%20E%20Pennington%20St%2C%20Tucson%2C%20AZ%2085701%2C%20USA,http://www.studio98salon.com/,2,,unregistered,0,has website,136,false,ChIJi1YbsrVv1oYRdt4zehdpYI0,4.9,26,
"Branded Beauty Bar, LLC","641 N 10th Ave, Tucson, AZ 85705, USA",+1 520-304-5879,beauty_salon,fourth-ave-downtown,https://maps.google.com/?q=Branded%20Beauty%20Bar%2C%20LLC%20641%20N%2010th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://bbeautybybri.square.site/,2,weebly,MarkMonitor Inc.,0,has website,137,false,ChIJG_K4XZ1x1oYReAzdsrdrjP4,5,4,
Lejav Beauty,"729 N 4th Ave, Tucson, AZ 85705, USA",+1 520-213-9752,beauty_salon,fourth-ave-downtown,https://maps.google.com/?q=Lejav%20Beauty%20729%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,,1,,,0,no website,138,false,ChIJ51fVXlhx1oYRykcFcWNaT6M,3.5,2,lejavbeauty.com; lejavbeautytucson.com
